playerID,yearID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,BB,SO,ERA,IBB
aardsda01,18084,16,18,331,0,0,0,69,1011,296,160,183,340,46.75000000000001,22.0
aasedo01,25786,66,60,448,91,22,5,82,3328,1085,468,457,641,45.41,45.0
abadfe01,16108,8,27,363,6,0,0,2,953,300,129,113,271,36.66,10.0
abbeybe01,9470,22,40,79,65,52,0,1,1704,686,285,192,161,28.07,0.0
abbeych01,1896,0,0,1,0,0,0,0,6,6,1,0,0,4.5,0.0
abbotda01,1890,0,2,3,1,1,0,1,39,19,9,8,1,6.23,0.0
abbotgl01,21760,62,83,248,206,37,5,0,3858,1405,627,352,484,51.98,28.0
abbotji01,19937,87,108,263,254,31,6,0,5022,1779,791,620,888,49.459999999999994,30.0
abbotky01,7974,4,17,57,22,0,0,0,556,207,107,79,124,33.77,0.0
abbotpa01,23977,43,37,162,112,1,0,0,2162,682,394,393,496,66.14,17.0
aberal01,11725,24,25,168,30,7,0,14,1168,398,181,160,169,43.55,10.0
abernbi01,1952,0,0,1,0,0,0,1,6,4,3,1,0,13.5,0.0
abernte01,5829,0,3,7,2,1,0,0,61,31,25,17,13,26.020000000000003,0.0
abernte02,29473,63,69,681,34,7,2,148,3443,1010,441,592,765,67.41000000000001,80.0
abernwo01,3893,1,1,16,1,0,0,1,126,36,17,11,6,12.379999999999999,0.0
ablesha01,5725,1,5,14,8,4,0,0,214,79,32,30,41,15.76,0.0
abramge01,1923,0,0,3,0,0,0,0,14,10,5,3,1,9.64,0.0
abregjo01,1985,1,1,6,5,0,0,0,72,32,17,12,13,6.38,1.0
abreuju01,2011,0,0,7,0,0,0,0,20,6,2,3,12,2.7,0.0
abreuwi01,6022,0,1,38,0,0,0,0,133,57,36,19,38,41.650000000000006,2.0
accarje01,18074,10,20,262,0,0,0,38,854,288,136,111,205,53.489999999999995,16.0
aceveal01,14077,31,16,204,15,0,0,29,1141,333,162,129,282,28.29,6.0
acevejo01,10015,18,25,104,59,1,0,1,1105,420,235,113,253,27.75,14.0
aceveju01,15995,28,40,367,34,0,0,53,1710,597,274,226,350,45.08,34.0
achteaj01,6045,2,1,45,0,0,0,0,186,69,27,21,33,13.129999999999999,2.0
ackerji01,23850,33,49,467,32,0,0,30,2713,918,399,329,482,47.52,40.0
ackerto01,7830,19,13,153,23,5,1,8,1141,365,174,150,256,16.01,20.0
acklefr01,3927,1,0,5,4,0,0,0,58,17,9,11,17,10.61,0.0
acostcy01,7894,13,9,107,0,0,0,27,558,143,55,77,109,13.760000000000002,8.0
acosted01,5913,6,9,57,8,3,1,1,413,153,62,39,70,20.69,8.0
acostjo01,5763,10,10,55,13,6,1,4,640,265,107,68,45,16.79,0.0
acostma01,12057,13,13,233,0,0,0,9,744,234,110,117,219,23.05,10.0
acrema01,7982,9,6,114,0,0,0,2,381,135,73,68,98,20.980000000000004,9.0
adamja01,2018,0,3,31,0,0,0,0,97,30,22,15,37,6.12,1.0
adamsac01,11661,41,33,302,7,2,0,49,1658,541,213,224,171,34.03,0.0
adamsau01,6045,2,0,53,0,0,0,1,176,73,41,21,44,22.6,1.0
adamsau02,4035,0,0,8,0,0,0,0,18,5,2,11,10,3.6,0.0
adamsba01,36411,194,140,482,355,206,44,15,8986,2841,917,430,1036,70.94,0.0
adamsbo01,1925,0,0,2,0,0,0,0,17,10,5,3,1,7.94,0.0
adamsbo02,3863,0,1,5,1,0,0,0,36,21,7,3,5,10.5,0.0
adamsch01,2018,0,1,3,1,0,0,0,23,8,6,4,4,7.04,0.0
adamsda01,3829,4,11,47,16,6,0,3,513,182,71,65,54,8.14,0.0
adamsjo01,1902,0,0,1,0,0,0,0,12,9,4,2,0,9.0,0.0
adamsjo02,5991,5,6,44,11,0,0,0,331,121,60,37,77,19.12,0.0
adamska01,3829,1,9,30,12,3,0,0,345,119,64,48,62,13.71,0.0
adamsmi01,5904,0,4,11,4,0,0,0,76,28,21,22,14,22.270000000000003,2.0
adamsmi03,22103,21,20,408,0,0,0,4,1222,316,109,126,409,35.99,12.0
adamsre01,1946,0,1,8,0,0,0,0,36,18,11,7,8,8.25,0.0
adamsri01,1905,2,5,11,6,3,1,0,188,63,25,24,25,3.59,0.0
adamste01,22000,51,62,574,41,0,0,42,2608,890,403,380,691,60.06999999999999,33.0
adamswi01,9576,8,16,65,21,8,0,2,853,303,138,144,74,25.9,0.0
adamswi02,3993,6,9,25,24,1,1,0,404,149,87,55,105,12.19,5.0
adcocna01,8052,2,6,56,5,0,0,1,369,126,57,56,80,17.46,5.0
adenhni01,4017,1,0,4,4,0,0,0,54,25,12,16,9,9.0,0.0
adkinde01,5834,2,4,38,6,1,0,0,297,114,62,50,47,18.24,0.0
adkindo01,3805,1,1,6,3,1,0,1,81,40,15,12,3,11.76,0.0
adkingr01,3857,12,27,67,42,19,0,1,1089,403,175,156,78,9.06,0.0
adkinjo01,12033,5,5,119,0,0,0,0,416,155,70,54,81,24.54,10.0
adkinst01,1990,1,2,5,5,0,0,0,72,19,17,29,14,6.38,0.0
adlemti01,4033,9,15,43,33,0,0,0,576,188,106,71,155,9.52,2.0
affelje01,30125,43,46,774,42,0,0,28,2778,904,408,396,720,61.52,41.0
agostju01,27823,40,33,543,2,0,0,29,1879,639,279,248,307,85.15,47.0
aguilri01,35868,86,81,732,89,10,0,318,3874,1233,512,351,1030,66.43,42.0
aguirha01,31400,75,72,447,149,44,9,33,4127,1216,496,479,856,51.38999999999999,35.0
ahearpa01,1995,0,2,4,3,0,0,0,30,20,13,5,4,11.7,1.0
ainsmed01,1913,0,0,1,0,0,0,0,1,2,2,0,0,54.0,0.0
ainswku01,10013,6,8,29,22,0,0,0,380,136,73,61,90,40.67,0.0
aitchra01,5740,12,12,34,22,10,3,0,619,193,69,67,101,7.62,0.0
akerfda01,9943,9,10,125,13,1,0,3,701,216,132,127,129,25.799999999999997,16.0
akerja01,23631,47,45,495,0,0,0,123,2238,679,272,274,404,53.96,68.0
akersje01,1912,1,1,5,1,0,0,0,61,24,11,15,11,4.87,0.0
albagi01,1988,0,0,3,0,0,0,0,10,1,1,2,3,2.7,0.0
albaljo01,10046,6,3,66,0,0,0,0,230,77,37,32,56,24.04,3.0
albanjo01,1958,0,0,6,0,0,0,0,18,8,3,2,3,4.5,0.0
alberan01,8061,7,6,26,18,1,1,1,362,135,55,25,79,16.759999999999998,0.0
albercy01,1910,1,2,4,3,2,0,0,83,35,19,20,10,6.18,0.0
alberjo01,5988,0,4,27,5,0,0,0,175,77,48,36,23,21.130000000000003,3.0
alberma01,28168,39,42,549,24,0,0,3,2098,698,333,285,514,55.489999999999995,27.0
albosed01,3887,0,8,19,8,0,0,0,158,52,36,43,24,12.36,0.0
albreed01,3899,1,1,3,2,1,0,0,35,7,7,11,2,10.8,0.0
albural01,14098,17,8,264,0,0,0,1,735,187,86,135,291,23.09,13.0
alburvi01,7898,18,17,101,37,6,1,1,1118,338,170,220,193,14.930000000000001,7.0
alcalsa01,3953,14,11,68,33,3,1,2,748,257,132,121,140,15.129999999999999,9.0
alcanra01,4033,2,5,13,9,0,0,0,139,53,37,16,26,14.379999999999999,1.0
alcansa01,4035,2,3,14,6,0,0,0,127,34,17,29,40,7.76,0.0
alcanvi01,4035,1,1,33,0,0,0,0,112,37,15,10,26,10.99,0.0
alderda01,3887,0,1,16,3,0,0,0,107,52,26,12,11,13.08,0.0
aldremi01,1996,0,0,1,0,0,0,0,3,1,0,0,0,0.0,0.0
aldresc01,19955,20,39,229,67,1,0,1,1499,581,334,230,312,73.96000000000001,20.0
aldrija01,7955,6,5,62,0,0,0,2,326,119,57,39,46,19.189999999999998,9.0
aldrivi01,17310,97,80,248,205,102,8,6,4802,1671,668,512,526,31.86,0.0
alexabo01,3912,1,1,9,0,0,0,0,33,18,13,7,2,22.5,2.0
alexado01,41593,194,174,561,464,98,18,3,10103,3376,1406,978,1528,88.66,60.0
alexage01,5973,6,3,36,11,0,0,0,294,112,63,54,59,39.95,7.0
alexama02,1996,0,0,1,0,0,0,0,2,1,5,4,0,67.5,0.0
alexape01,38410,373,208,696,599,437,90,32,15570,4868,1476,951,2198,62.42,0.0
alexasc01,8066,7,5,152,1,0,0,7,480,148,56,65,134,13.98,2.0
alfonan01,22022,35,37,592,0,0,0,129,1839,677,280,250,400,47.94,45.0
allarbr01,5940,4,6,19,13,3,0,0,287,97,45,31,44,13.72,3.0
allarko01,2018,1,1,3,1,0,0,0,24,19,11,4,3,12.38,0.0
allenbo03,1937,0,1,3,1,0,0,0,36,18,9,8,8,6.75,0.0
allenbo04,9819,7,12,204,0,0,0,19,822,288,125,132,199,21.470000000000002,27.0
allenco01,14105,24,29,456,0,0,0,149,1322,351,146,173,564,21.36,13.0
allenfr01,13401,50,67,180,127,60,10,3,2911,893,316,373,457,23.220000000000002,0.0
allenjo01,1914,0,0,1,0,0,0,0,6,2,4,2,2,18.0,0.0
allenjo02,27135,142,75,352,241,109,17,18,5851,1849,813,738,1070,56.48,0.0
allenll01,13804,8,25,159,19,0,0,22,892,291,155,196,194,62.25,18.0
allenmy01,5658,1,3,5,3,3,0,0,107,34,7,7,3,4.5600000000000005,0.0
allenne01,23809,58,70,434,59,7,6,75,2965,985,426,417,611,66.75999999999999,68.0
allisda01,1991,1,1,11,0,0,0,0,33,16,9,5,4,7.36,1.0
allisdo01,1878,0,0,1,0,0,0,0,15,11,1,1,0,1.8,0.0
allisma01,5736,9,21,45,27,17,1,1,740,247,87,67,57,7.949999999999999,0.0
almanar01,14014,14,13,254,0,0,0,2,644,189,115,136,232,30.25,13.0
almanca01,16006,13,13,210,1,0,0,0,717,252,128,82,170,43.709999999999994,12.0
almoned01,2003,0,0,12,0,0,0,0,34,21,14,5,7,11.12,1.0
almonhe01,6005,1,4,50,0,0,0,0,155,63,36,30,40,19.25,5.0
almonmi01,6050,0,2,19,0,0,0,0,53,21,17,12,17,30.02,0.0
almonye01,2018,0,0,14,0,0,0,0,44,15,3,4,14,1.84,0.0
alomalu01,7806,18,3,116,1,1,1,15,706,212,90,111,115,14.600000000000001,0.0
alouma01,1965,0,0,1,0,0,0,0,6,3,0,1,3,0.0,0.0
alstoga01,1996,1,0,6,0,0,0,0,18,9,6,3,5,9.0,0.0
altampo01,5949,7,4,65,0,0,0,2,275,87,41,30,57,12.61,6.0
altavda01,6051,4,3,78,0,0,0,0,239,65,29,36,85,7.58,1.0
altener01,1920,0,1,14,1,0,0,0,69,40,23,9,4,9.0,0.0
altroni01,30557,83,75,218,161,128,16,7,4542,1455,445,272,425,75.28,0.0
alvarab01,6015,0,1,4,1,0,0,0,31,19,13,7,5,36.43,0.0
alvarda01,10078,6,1,56,0,0,0,0,144,56,27,22,61,39.239999999999995,2.0
alvarhe01,12082,27,35,95,95,5,5,0,1733,610,245,140,302,25.37,8.0
alvarjo01,7940,8,9,98,0,0,0,5,487,140,54,79,134,10.55,15.0
alvarjo02,12093,12,18,284,6,0,0,2,826,273,113,88,246,19.35,16.0
alvarjo03,4035,1,9,105,0,0,0,8,281,66,29,38,109,6.03,5.0
alvarju01,8004,0,5,80,0,0,0,0,181,58,35,40,42,24.349999999999998,2.0
alvarrj01,4029,0,0,31,0,0,0,0,84,30,23,18,32,11.030000000000001,2.0
alvarta01,3991,3,6,19,13,0,0,0,175,65,35,26,26,9.75,1.0
alvarvi01,4005,0,2,9,1,0,0,0,48,18,13,8,10,17.060000000000002,0.0
alvarwi01,29955,102,92,355,263,12,5,4,5243,1624,769,805,1330,57.42,29.0
amarial01,4031,0,0,2,0,0,0,0,2,0,0,0,0,0.0,0.0
ambrihe01,8049,3,7,96,0,0,0,2,318,134,63,44,87,19.98,4.0
amesre01,32487,183,167,533,368,209,26,36,9594,2896,934,1034,1702,56.36,0.0
amesst01,2013,0,1,4,0,0,0,0,12,6,2,2,4,4.5,1.0
amoledo01,3795,4,10,18,12,10,0,0,358,150,63,39,30,10.41,0.0
amorvi01,3912,1,3,13,4,1,0,0,100,50,21,13,12,10.43,2.0
anckewa01,1915,0,0,4,1,0,0,0,53,19,7,17,4,3.57,0.0
anderal02,11931,49,54,148,128,15,3,0,2456,901,374,211,339,32.24,12.0
anderbi01,1925,0,0,2,0,0,0,0,8,5,3,2,1,10.13,0.0
anderbo01,13720,36,46,246,93,15,1,13,2522,858,398,319,502,32.5,31.0
anderbr02,25987,82,83,291,245,12,4,1,4641,1743,814,337,723,67.69,28.0
anderbr04,22152,46,52,157,145,3,1,3,2464,884,373,217,592,55.77000000000001,11.0
anderbu01,3965,4,10,64,6,1,0,7,447,148,61,62,76,7.43,8.0
anderch01,10080,45,36,134,133,0,0,0,2154,674,310,231,597,19.37,5.0
anderco01,4031,9,8,34,24,1,0,0,456,162,76,37,98,9.73,4.0
andercr01,7850,7,23,82,17,2,0,5,577,226,109,81,94,22.83,2.0
anderda01,3779,3,13,21,17,15,0,0,451,177,91,74,56,19.55,0.0
anderdr02,4035,0,1,7,1,0,0,0,45,23,13,3,13,28.11,0.0
anderfr01,13402,53,57,178,114,62,11,8,2959,912,313,247,514,20.200000000000003,0.0
anderja01,8015,2,0,32,0,0,0,0,114,38,27,30,19,62.79,7.0
anderji02,14013,25,47,122,96,3,0,1,1724,672,346,240,241,39.28,24.0
anderjo02,5880,0,0,24,1,0,0,1,134,64,32,14,19,27.89,3.0
anderju01,2018,3,3,57,0,0,0,4,166,42,25,40,67,4.07,3.0
anderla01,5926,2,3,16,1,1,1,0,124,48,26,22,23,14.39,4.0
anderla02,35746,40,39,699,1,0,0,49,2986,932,348,311,758,64.32,64.0
anderma01,14008,15,7,257,0,0,0,26,770,249,148,157,224,45.49,15.0
andermi01,1979,0,0,1,0,0,0,0,3,2,0,0,2,0.0,0.0
andermi02,1993,0,0,3,0,0,0,0,16,12,11,3,4,18.56,0.0
anderre01,5818,5,8,36,9,3,0,0,410,150,66,69,40,14.79,0.0
anderri01,3959,0,0,6,2,0,0,0,36,9,5,14,7,7.58,2.0
anderri02,5961,4,4,28,10,0,0,1,290,112,51,29,42,20.810000000000002,6.0
andersc01,5972,1,2,18,7,0,0,0,164,58,33,21,28,17.86,2.0
anderta01,2018,1,0,6,0,0,0,0,34,15,8,8,6,6.35,2.0
anderty01,6051,18,21,68,66,0,0,0,1129,372,180,113,344,12.899999999999999,3.0
anderva01,7574,9,20,35,30,22,0,0,719,339,164,115,41,30.46,0.0
anderwa01,3836,1,0,17,2,0,0,0,158,45,19,29,20,6.89,0.0
anderwi01,1910,0,0,7,2,0,0,0,52,16,9,17,11,4.67,0.0
andrast01,2006,0,0,4,0,0,0,0,14,5,5,4,5,9.64,0.0
andrecl01,2000,1,2,8,2,0,0,0,62,34,23,9,12,10.02,0.0
andreel01,1925,0,0,6,0,0,0,0,24,12,9,11,0,10.13,0.0
andrehu01,3895,0,0,8,0,0,0,0,35,17,6,4,2,6.23,0.0
andreiv01,15476,50,59,249,108,43,2,8,3123,1151,479,342,257,38.3,0.0
andrejo01,1955,0,1,22,3,0,0,1,135,45,29,28,19,5.8,4.0
andrejo02,1973,1,1,16,0,0,0,0,55,16,9,11,5,4.42,1.0
andrena01,15535,41,54,127,97,50,5,2,2320,798,297,236,216,48.64,0.0
andrima01,10084,19,25,113,49,1,1,4,1074,374,181,96,312,26.05,8.0
andrufr01,1884,1,0,1,1,1,0,0,27,11,2,2,2,2.0,0.0
andujjo01,25766,127,118,405,305,68,19,9,6459,2016,857,731,1032,54.0,65.0
andujlu01,7986,3,10,35,20,0,0,0,370,160,82,53,49,32.51,3.0
angelno01,3945,2,1,28,0,0,0,3,59,15,6,19,19,7.16,1.0
ankieri01,8004,13,10,51,41,0,0,1,726,198,105,130,269,19.299999999999997,2.0
annade01,2014,0,0,1,0,0,0,0,3,3,2,0,0,18.0,0.0
ansonca01,3767,0,1,3,0,0,0,1,12,4,2,2,1,18.0,0.0
antoldu01,2016,0,0,1,0,0,0,0,6,4,3,1,1,13.5,0.0
antonjo02,25421,126,110,377,268,102,25,21,5977,1870,739,687,1162,51.480000000000004,45.0
aokino01,2017,0,0,1,0,0,0,0,3,1,3,2,0,27.0,0.0
apodabo01,9875,16,25,184,11,1,0,26,1084,312,115,131,197,11.23,41.0
apontlu01,9910,9,6,110,0,0,0,7,660,222,80,68,113,12.780000000000001,7.0
appieke01,31944,169,137,414,402,34,12,0,7786,2425,1078,933,1994,88.92,51.0
appleed01,3831,5,12,48,13,6,0,1,556,182,67,84,64,6.38,0.0
applefr01,1904,1,2,3,3,3,0,0,63,29,15,8,12,6.43,0.0
applepe01,27099,57,66,341,71,34,6,26,3423,1187,545,486,420,89.06,0.0
aquingr01,12039,3,6,145,0,0,0,17,463,163,91,87,143,36.83,9.0
aquinja01,4033,1,2,7,2,0,0,0,47,16,11,6,16,7.43,0.0
aquinlu01,17918,31,32,222,69,5,3,5,2035,698,277,224,318,49.17,24.0
aranovi01,4035,2,2,70,0,0,0,3,210,60,20,21,73,4.42,4.0
araujel01,4031,4,2,72,0,0,0,0,186,64,30,36,63,8.98,3.0
araujpe01,2018,1,3,20,0,0,0,0,84,29,24,18,29,7.71,0.0
archech01,16123,57,71,189,187,3,3,0,3346,1013,461,365,1206,31.08,6.0
archefr01,3873,2,3,7,5,2,0,0,119,45,28,15,11,12.379999999999999,0.0
archeji02,3923,9,16,57,28,9,2,5,699,244,102,70,122,12.629999999999999,6.0
arciafr01,2018,0,0,2,0,0,0,0,9,5,3,0,0,9.0,0.0
ardizru01,1947,0,0,1,0,0,0,0,6,4,2,1,0,9.0,0.0
arellfr01,5727,24,22,74,49,25,2,8,1229,358,104,85,148,6.88,0.0
arencjp01,2014,0,0,1,0,0,0,0,3,1,0,0,0,0.0,0.0
ariasal02,6024,4,2,63,2,0,0,0,224,80,31,34,55,17.64,4.0
ariasru01,1959,2,0,34,0,0,0,2,132,49,20,20,28,4.09,7.0
arlicdo01,3931,0,1,8,1,0,0,0,30,16,9,5,1,18.75,0.0
arlinst01,13803,34,67,141,123,32,11,1,2366,792,379,373,463,36.81,41.0
armasto02,20035,53,65,185,167,0,0,0,2777,891,478,431,680,45.410000000000004,41.0
armbror01,1934,1,0,3,2,0,0,0,38,10,3,3,3,2.13,0.0
armstho01,1911,0,1,1,0,0,0,0,9,3,0,1,0,0.0,0.0
armstja01,13937,40,65,152,130,4,1,0,2360,807,400,319,510,32.06,21.0
armstmi01,15868,19,17,197,1,0,0,11,1014,300,154,155,221,43.29,20.0
armstsh01,8066,1,1,53,0,0,0,1,174,46,19,20,53,10.39,3.0
arnolja01,3999,2,7,50,7,0,0,2,325,119,69,58,42,16.14,2.0
arnolsc01,1988,0,0,6,0,0,0,0,20,9,4,4,8,5.4,1.0
arnolto01,3973,0,2,38,0,0,0,0,235,96,44,28,25,9.32,8.0
arnsbbr01,11935,9,6,94,4,0,0,6,475,159,75,85,100,35.44,4.0
arntzor01,1943,4,13,32,20,9,0,0,493,172,77,69,66,4.22,0.0
arochre01,7979,18,17,124,36,2,1,11,993,363,151,75,190,23.1,12.0
arojo01,4031,0,1,7,0,0,0,0,33,16,8,5,8,6.97,0.0
arredjo01,8040,22,11,214,0,0,0,1,660,182,80,110,212,13.8,9.0
arrieja01,20139,98,67,228,222,6,5,0,4001,1119,537,460,1208,41.690000000000005,17.0
arrigge01,19655,35,40,194,80,9,3,4,1860,605,285,291,433,73.24000000000001,26.0
arrojro01,12000,40,42,158,105,4,2,6,2100,715,354,255,512,28.29,15.0
arroybr01,32122,148,137,419,383,16,6,1,7307,2507,1158,661,1571,70.14999999999999,60.0
arroyfe01,15838,24,37,121,60,12,2,0,1607,589,264,160,172,44.41,13.0
arroylu01,15673,40,32,244,36,10,1,44,1594,524,232,208,336,40.91,33.0
arroyru01,1971,0,1,9,0,0,0,0,35,18,7,5,5,5.4,1.0
arundha01,3766,5,10,15,15,14,0,0,384,165,63,28,52,5.69,0.0
ascanjo01,8035,1,3,43,0,0,0,0,138,57,27,21,41,30.38,5.0
asencmi01,6011,7,8,42,30,1,0,0,538,199,102,89,92,15.02,2.0
ashbyan01,27965,98,110,309,285,21,7,1,5432,1857,829,540,1173,71.12,49.0
asheral01,8066,4,12,38,18,0,0,0,359,127,72,38,78,16.84,2.0
ashke01,7712,6,8,55,13,5,0,2,484,178,89,59,47,23.759999999999998,0.0
assenpa01,29888,61,44,884,1,0,0,56,2567,817,336,315,807,60.05,78.0
astacez01,4011,5,6,28,14,0,0,0,260,107,58,31,72,16.79,5.0
astacpe01,31990,129,124,392,343,31,12,0,6590,2292,1140,726,1664,88.76,54.0
astinba01,2017,0,0,6,0,0,0,0,24,9,6,7,2,6.75,0.0
astudwi01,2018,0,0,1,0,0,0,0,3,5,5,0,0,45.0,0.0
atchisc01,18091,17,11,298,1,0,0,3,1040,327,140,89,253,37.7,11.0
atchlju01,2001,0,0,15,0,0,0,0,31,12,7,5,8,6.1,2.0
atherke01,13902,33,41,342,0,0,0,26,1699,546,251,215,349,33.12,36.0
atilalu01,2010,6,7,16,16,0,0,0,257,96,49,32,40,5.15,5.0
atkinal01,7541,51,51,106,106,99,3,0,2745,943,403,209,435,19.17,0.0
atkinbi01,7910,11,4,98,0,0,0,11,442,129,56,62,99,9.700000000000001,17.0
atkinja01,3902,0,1,4,1,0,0,0,45,15,6,11,2,7.34,0.0
atkinmi01,6030,0,0,10,3,0,0,0,68,34,17,9,17,14.739999999999998,0.0
atkinto01,3819,3,2,16,4,2,0,2,189,59,20,28,33,7.18,0.0
aucoide01,1996,0,1,2,0,0,0,0,8,3,1,1,1,3.38,0.0
augenbr01,4020,0,2,12,2,0,0,0,68,34,21,9,12,17.47,5.0
augusdo01,7958,34,30,88,70,9,3,0,1320,491,227,158,181,20.419999999999998,10.0
augusje01,19795,55,59,279,104,27,6,11,2832,1028,444,340,348,38.43,28.0
aukerel01,19375,130,101,333,261,126,14,2,5890,2230,964,706,594,45.42999999999999,0.0
aumonph01,8054,1,6,46,1,0,0,2,131,53,33,34,42,40.43,2.0
ausanjo01,3989,4,1,41,0,0,0,1,160,58,33,29,51,10.9,0.0
austde01,3931,0,1,15,0,0,0,2,51,18,11,8,14,11.43,3.0
austije01,6006,2,3,38,7,0,0,0,196,69,49,41,55,19.03,3.0
austiji02,5976,6,4,83,0,0,0,0,300,74,34,56,48,13.98,8.0
austiri01,7892,4,8,89,8,1,1,6,408,141,70,78,106,18.99,15.0
autryal01,1976,1,0,1,1,0,0,0,15,4,3,3,3,5.4,0.0
averyst01,21948,96,83,297,261,14,6,0,4664,1529,723,569,980,50.57,27.0
avilaal01,2018,0,0,1,0,0,0,0,6,1,0,0,0,0.0,0.0
avilalu01,16123,19,10,399,0,0,0,2,926,260,106,118,276,30.009999999999998,22.0
avreaja01,1950,0,0,2,0,0,0,0,16,6,2,3,2,3.38,0.0
axelrdy01,10065,9,15,59,34,0,0,0,686,269,134,85,164,24.29,7.0
axforjo01,24167,38,34,543,1,0,0,144,1576,483,226,260,589,63.01,19.0
ayalabo01,15964,37,44,406,14,0,0,59,1728,581,306,245,541,40.72,22.0
ayalalu01,22094,38,47,534,0,0,0,19,1663,581,206,139,367,55.279999999999994,24.0
aybarer01,2017,0,0,2,0,0,0,0,4,0,0,1,0,0.0,0.0
aybarma01,16005,17,18,208,28,0,0,3,1173,413,222,172,273,60.25,10.0
aydelja01,3770,5,9,14,14,13,0,0,372,150,66,41,35,8.92,0.0
ayersbi01,1947,0,3,13,4,0,0,1,106,46,32,14,22,8.15,0.0
ayersdo01,17253,65,79,299,140,58,17,15,4286,1357,451,382,622,33.519999999999996,0.0
ayraubo01,5978,5,3,54,0,0,0,0,220,68,33,33,42,15.9,3.0
babcobo01,5940,2,3,39,0,0,0,0,172,48,25,31,39,16.96,2.0
babicjo01,9686,30,45,112,87,34,3,1,1776,657,324,220,231,31.18,0.0
backebr01,16044,31,29,145,79,1,1,0,1576,574,305,238,360,45.39,9.0
backmle01,3819,9,18,47,26,13,0,2,733,263,98,92,76,7.17,0.0
baconed01,1917,0,0,1,0,0,0,0,18,5,4,7,0,6.0,0.0
bacsimi01,9887,8,6,73,3,0,0,0,518,190,85,75,77,35.94,9.0
bacsimi02,10017,10,13,51,35,1,0,0,648,261,131,60,97,33.27,7.0
baczefr01,5862,17,10,63,40,14,2,1,838,306,138,111,104,33.01,0.0
badenbu01,16092,20,27,418,10,0,0,4,1537,519,213,153,350,30.64,32.0
baderlo01,5747,5,3,22,6,3,1,1,226,83,21,36,27,6.58,0.0
baeched01,11581,5,6,64,9,3,0,0,481,200,99,78,61,40.66,0.0
baekch01,10033,16,18,59,44,1,0,0,839,294,150,81,184,24.360000000000003,5.0
baezbe01,2001,0,0,8,0,0,0,0,28,22,14,6,14,13.5,0.0
baezda01,20058,40,57,533,26,1,0,114,2091,652,329,288,505,49.09,28.0
baezpe01,10080,14,13,266,0,0,0,0,808,217,90,90,287,14.849999999999998,6.0
baezsa01,2018,0,0,9,0,0,0,0,43,12,8,9,10,5.02,1.0
bagbyji01,17268,127,88,316,208,133,16,29,5465,1884,629,458,450,32.33,0.0
bagbyji02,19425,97,96,303,198,84,13,9,4999,1815,733,608,431,42.57,0.0
bahnsst01,35550,146,149,574,327,73,16,20,7587,2440,1013,924,1359,72.5,59.0
bahred01,3893,11,11,46,25,8,0,0,657,210,82,95,69,7.22,0.0
baichgr01,1914,0,0,4,0,0,0,0,21,9,4,3,3,5.14,0.0
bailean01,18119,16,14,265,0,0,0,95,823,212,95,91,276,31.33,9.0
bailebi01,21047,38,76,203,117,70,8,0,3253,1035,430,527,570,50.54999999999999,0.0
baileco01,15976,9,10,172,0,0,0,1,621,208,91,116,150,44.94,17.0
baileha01,3799,6,4,16,12,8,0,0,320,107,49,46,35,8.9,0.0
baileho01,5946,6,9,50,8,0,0,1,356,120,69,40,41,12.24,6.0
baileho02,24150,67,77,212,212,7,4,0,3691,1287,624,407,1001,62.72,30.0
baileji01,1959,0,1,3,1,0,0,0,35,17,8,6,7,6.17,1.0
baileki01,1895,1,0,1,1,1,0,0,24,13,5,0,0,5.63,0.0
bailero01,5988,18,19,92,46,5,2,1,1068,392,194,161,162,15.510000000000002,5.0
bailesc01,17918,39,44,343,59,5,2,13,2039,758,374,256,351,46.1,21.0
bailest01,3935,2,6,34,2,0,0,2,209,66,30,44,47,7.5,4.0
bailesw01,5760,4,7,52,6,0,0,0,412,171,70,40,35,19.049999999999997,0.0
bailobo01,1980,0,0,3,0,0,0,0,7,4,2,1,0,7.71,0.0
bainlo01,1945,0,0,3,0,0,0,0,24,10,7,4,1,7.88,0.0
bairdbo01,3925,0,4,8,6,0,0,0,67,25,18,15,10,14.46,0.0
bairdo01,33713,55,43,584,5,0,0,81,2728,839,367,405,689,68.37,77.0
bajenje01,6015,0,2,14,0,0,0,0,41,23,17,6,11,53.03,1.0
bakelje01,11325,76,125,215,204,191,7,0,5348,1909,725,564,669,32.43,0.0
bakenda01,1964,0,0,2,0,0,0,0,9,9,2,1,0,6.0,0.0
bakeral01,1938,0,0,3,0,0,0,0,23,13,8,2,2,9.39,0.0
bakerbo01,1901,0,2,2,2,1,0,0,42,29,12,12,1,16.13,0.0
bakerer01,1905,0,0,1,0,0,0,0,12,7,2,0,1,4.5,0.0
bakerje01,1911,2,7,22,8,3,0,1,282,101,41,30,51,3.93,0.0
bakerjo01,2014,1,0,1,0,0,0,0,3,0,0,1,0,0.0,0.0
bakerki01,9474,9,38,58,44,34,2,0,1113,483,259,186,115,23.93,0.0
bakerne01,1927,0,0,5,2,0,0,0,52,27,11,7,3,5.71,0.0
bakerno01,5658,14,15,30,29,28,1,0,759,250,96,86,94,10.43,0.0
bakersc01,1995,0,0,1,0,0,0,0,11,5,4,5,3,9.82,0.0
bakersc02,20098,66,53,193,172,4,2,0,3194,1089,504,245,839,44.230000000000004,13.0
