playerID,yearID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,BB,SO,ERA,IBB
klingsc01,7983,5,8,39,17,0,0,0,414,175,106,63,75,31.119999999999997,1.0
klinkjo01,9957,10,6,176,0,0,0,3,494,171,78,75,94,21.92,9.0
klippjo01,37217,101,118,711,161,37,6,66,5903,1915,927,978,1158,84.38000000000001,70.0
klobefr01,9492,53,25,89,85,69,2,0,2106,742,321,266,181,17.49,0.0
kloppst01,1944,1,2,24,0,0,0,0,139,47,22,33,17,4.27,0.0
klubeco01,16116,96,55,201,196,17,7,0,3918,1121,448,277,1423,31.510000000000005,9.0
knackbr01,3986,1,2,32,2,0,0,0,142,66,37,28,33,15.51,3.0
knappch01,11865,36,32,122,99,15,0,1,1813,642,335,250,355,29.980000000000004,10.0
knausfr01,9462,17,16,44,40,30,3,2,940,258,115,135,159,36.3,0.0
knebeco01,10080,6,11,224,0,0,0,57,669,173,78,98,321,19.490000000000002,9.0
kneisru01,1926,0,1,2,2,1,0,0,51,18,5,6,4,2.65,0.0
knellph01,11350,79,90,192,163,141,8,0,4357,1478,654,705,575,47.010000000000005,0.0
kneppbo01,29745,146,155,445,413,78,30,1,8124,2737,1106,857,1473,61.120000000000005,78.0
kneppch01,1899,4,22,27,26,26,0,0,659,307,141,77,43,5.78,0.0
knerrlo01,5838,8,27,63,39,11,0,0,862,330,161,149,104,20.62,0.0
knetzel01,15304,69,69,220,134,82,13,6,3802,1206,444,484,535,32.769999999999996,0.0
knighbr01,6011,1,0,15,2,0,0,0,94,43,30,15,24,26.8,0.0
knighja01,7700,10,18,72,27,9,0,5,765,382,194,89,49,37.46,0.0
knighjo01,1884,2,4,6,6,6,0,0,153,66,31,21,8,5.47,0.0
knighlo01,7530,10,23,38,33,28,0,0,915,415,100,44,16,20.17,0.0
knollhu01,1906,0,0,2,0,0,0,0,20,13,3,2,3,4.05,0.0
knotter01,4004,1,3,16,2,0,0,0,72,31,12,6,21,7.05,0.0
knottga01,8010,13,16,86,38,0,0,2,802,281,162,122,162,21.69,3.0
knottja01,21321,82,103,325,192,62,4,19,4671,1787,860,642,484,59.96,0.0
knoufed01,9435,20,20,44,43,37,1,0,1029,335,159,175,128,25.35,0.0
knowlbi01,1920,0,1,1,1,0,0,0,17,9,3,3,5,4.76,0.0
knowlda01,31560,66,74,765,8,1,1,143,3276,1006,378,480,681,66.37,85.0
knowlto01,1915,4,6,18,9,8,0,0,302,99,39,60,24,3.49,0.0
knudsgu01,2015,0,0,4,0,0,0,0,15,13,10,3,6,18.0,1.0
knudsku01,5979,6,5,82,1,0,0,7,341,118,64,68,81,22.86,12.0
knudsma01,17895,24,29,121,59,6,2,0,1446,563,253,128,195,65.03999999999999,10.0
kobayma01,4017,4,5,67,0,0,0,6,196,77,37,18,39,12.91,2.0
kobelke01,11860,18,34,115,64,5,3,0,1428,481,205,152,205,37.330000000000005,18.0
kochal01,3927,4,11,42,15,1,0,0,384,137,77,55,73,22.44,2.0
kochbi01,14013,29,25,379,0,0,0,163,1222,379,176,191,357,28.769999999999996,27.0
kochma01,6051,6,6,27,16,0,0,1,314,99,47,27,60,6.15,1.0
koechdi01,5841,0,4,7,3,1,0,0,77,31,14,14,8,17.89,0.0
koehlto01,14104,36,55,161,133,0,0,0,2353,771,383,322,604,32.6,16.0
koenima01,3861,0,1,5,1,0,0,0,48,18,15,19,9,16.43,0.0
koeniwi01,1919,0,0,1,0,0,0,0,0,2,2,1,0,0.0,0.0
koestel01,3824,5,10,36,14,8,1,2,509,169,60,76,56,10.3,0.0
kohlmjo01,3875,1,0,9,2,1,0,0,82,27,16,14,8,10.43,0.0
kohlmry01,4001,1,3,59,1,0,0,19,201,78,40,34,46,9.69,4.0
kohnmi01,10063,5,6,132,0,0,0,2,345,84,45,79,111,16.19,5.0
kolarad01,4035,2,0,43,0,0,0,2,128,47,21,9,23,10.41,3.0
kolbbr01,4001,0,1,21,0,0,0,0,71,32,21,19,20,17.53,1.0
kolbda01,18027,11,23,290,0,0,0,73,860,301,139,134,177,105.78,14.0
kolbed01,1899,0,1,1,1,1,0,0,24,18,9,5,1,10.13,0.0
kolpra01,23134,79,95,383,174,66,11,18,5064,1918,765,424,439,49.870000000000005,0.0
kolstha01,3925,0,4,34,2,0,0,2,217,81,53,41,42,18.52,1.0
kominsh01,4013,0,0,4,2,0,0,0,50,16,9,9,2,9.7,1.0
komiysa01,2002,0,3,25,0,0,0,0,130,53,27,12,33,5.61,4.0
koneted01,5741,1,1,3,1,1,0,0,50,19,8,7,6,11.25,0.0
koniedo01,7899,7,18,44,38,4,1,0,663,240,121,111,110,23.89,2.0
konikal01,5853,2,3,35,1,0,0,1,148,58,38,29,20,15.059999999999999,0.0
konstji01,25368,66,48,433,36,14,2,74,2837,957,364,269,268,43.879999999999995,3.0
kontoge01,18134,18,18,350,0,0,0,2,1071,309,123,103,288,31.580000000000002,13.0
konusde01,1995,0,0,1,0,0,0,0,1,3,2,1,0,54.0,0.0
koober01,7667,23,30,125,55,19,3,4,1500,488,174,186,121,13.45,0.0
kooda01,2005,0,0,33,0,0,0,0,69,22,10,13,23,3.91,1.0
kooncca01,21635,47,49,334,90,9,3,24,2914,972,408,368,504,45.25,57.0
koosmje01,37544,222,209,612,527,140,33,17,11518,3635,1433,1198,2556,71.69000000000001,121.0
kopecmi01,2018,1,1,4,4,0,0,0,43,20,8,2,15,5.02,0.0
kopliho01,9818,9,7,54,19,2,0,1,526,187,82,80,87,16.32,7.0
koplomi01,14028,15,7,222,0,0,0,2,764,231,108,103,175,27.23,19.0
korecbo01,8043,2,0,24,0,0,0,0,84,35,23,14,11,44.18,0.0
koringe01,3933,1,0,11,0,0,0,0,51,11,8,14,13,5.14,1.0
koronjo01,8027,8,13,31,30,0,0,0,475,191,110,67,77,32.05,2.0
korwaji01,3791,1,2,6,4,3,0,0,117,56,30,33,14,20.22,0.0
koskibi01,1951,0,1,13,1,0,0,0,81,26,20,28,6,6.67,0.0
kosloda01,25342,92,107,348,189,74,15,22,4774,1597,651,538,606,42.8,0.0
kostajo01,1896,0,0,2,0,0,0,0,6,4,0,0,0,0.0,0.0
koufasa01,23526,165,87,397,314,137,40,9,6973,1754,713,817,2396,37.699999999999996,48.0
koukajo01,1904,0,1,1,1,1,0,0,24,10,1,4,1,1.13,0.0
koupalo01,11575,10,21,101,35,12,0,7,1006,436,208,156,87,39.900000000000006,0.0
kowalfa01,5803,3,11,51,12,4,0,2,502,218,101,63,42,31.52,0.0
kozlobe01,2002,0,0,2,2,0,0,0,30,11,7,11,6,6.3,0.0
kraemjo01,3979,0,1,19,1,0,0,0,86,38,22,16,21,12.11,3.0
krakajo01,13583,26,36,149,63,22,1,4,1751,605,294,355,347,30.33,0.0
kralija01,17667,67,65,235,169,45,12,1,3654,1238,482,318,668,44.81,28.0
kralyst01,1953,0,2,5,3,0,0,1,75,19,9,16,8,3.24,0.0
krameja01,25294,95,103,322,215,88,14,7,4912,1761,772,682,613,72.38,0.0
kramera01,7959,6,15,66,24,1,1,2,551,179,92,90,92,25.96,10.0
krameto01,3984,7,3,43,16,1,0,0,377,136,63,65,75,21.38,7.0
krappge01,7652,40,47,118,92,50,3,1,2293,631,274,418,353,14.01,0.0
kratzer01,6050,0,0,5,0,0,0,0,15,8,2,1,3,12.0,0.0
krausha01,9550,36,26,85,57,39,10,2,1576,446,146,146,298,34.95,0.0
krausja01,5834,15,25,70,39,10,1,2,919,318,136,133,83,14.68,0.0
krausle01,3863,5,1,23,4,3,1,0,204,70,34,30,17,8.67,0.0
krausle02,23620,68,91,321,167,21,5,21,3851,1205,571,493,721,50.33,62.0
kraveke01,15828,43,56,160,128,24,6,1,2576,814,426,404,557,41.16,15.0
krawcra01,9932,0,4,39,1,0,0,1,157,77,41,29,42,43.03,6.0
kreegfr01,1884,0,1,1,1,0,0,0,21,9,0,5,3,0.0,0.0
krehbjo01,2018,0,0,2,0,0,0,0,9,1,0,2,0,0.0,0.0
kremera01,19285,143,85,308,247,134,14,10,5864,2108,816,483,516,43.85,0.0
kremmji01,3947,0,4,27,4,0,0,0,120,52,27,24,28,14.23,1.0
kressre01,3881,0,0,4,0,0,0,0,28,13,13,6,6,24.98,0.0
kretllo01,19514,27,47,199,104,22,3,1,2356,781,425,522,450,63.169999999999995,4.0
kreugri01,7906,2,2,17,4,1,0,0,133,42,22,20,20,12.419999999999998,0.0
kreutfr01,11789,8,18,78,32,2,1,1,632,194,103,109,151,24.76,5.0
kriegku01,3900,0,0,3,0,0,0,0,15,6,7,6,3,15.75,0.0
kristho01,11647,37,11,128,37,15,2,6,1333,408,164,158,150,20.42,0.0
krivdri01,9984,11,16,72,36,1,0,0,775,297,160,117,165,30.32,6.0
krockgu01,5667,32,26,60,59,56,4,0,1516,537,196,110,209,26.020000000000003,0.0
kroenza01,4021,1,1,7,1,0,0,0,32,15,9,5,5,15.75,0.0
krohru01,11452,14,9,36,25,13,3,0,649,182,53,67,92,13.07,0.0
krolia01,12093,8,6,225,0,0,0,1,570,206,95,73,178,23.21,9.0
krollga01,7864,6,7,71,13,1,0,1,478,147,75,91,138,19.53,0.0
kroonma01,7994,0,2,26,0,0,0,0,80,29,22,26,23,36.65,0.0
kruegbi01,33825,68,66,301,164,9,2,4,3583,1305,577,493,639,93.21,32.0
krugeab01,1908,0,1,2,1,0,0,0,19,5,3,3,2,4.26,0.0
krukomi01,27755,124,117,369,355,41,10,1,6572,2188,949,767,1478,59.269999999999996,84.0
krummal01,1889,0,1,1,1,1,0,0,27,8,10,10,4,10.0,0.0
kubenje01,3997,1,1,12,0,0,0,0,51,17,11,12,12,12.7,0.0
kubinti01,3996,0,0,25,0,0,0,0,75,26,16,11,17,11.52,2.0
kucabjo01,5853,5,5,59,3,2,0,6,456,169,75,51,48,12.94,0.0
kucekja01,15818,7,16,59,27,3,0,2,617,232,117,111,121,41.79,4.0
kucksjo01,11745,54,56,207,123,30,7,7,2815,970,427,308,338,33.260000000000005,12.0
kuczybe01,1943,0,1,6,1,0,0,0,74,36,11,9,8,4.01,0.0
kuhaufr01,3958,1,0,8,5,0,0,0,107,43,19,16,19,18.080000000000002,1.0
kuhlch01,6051,18,20,61,61,0,0,0,939,321,152,125,276,13.100000000000001,8.0
kuhnbu01,1924,0,1,1,0,0,0,0,3,4,3,0,0,27.0,0.0
kulljo01,1909,1,0,1,0,0,0,0,9,3,1,5,4,3.0,0.0
kumemi01,1955,0,2,6,4,0,0,0,71,35,21,15,7,7.99,0.0
kunkebi01,5886,6,6,89,2,0,0,4,428,153,68,49,83,11.42,5.0
kunkeje01,3977,0,0,2,0,0,0,0,8,4,4,3,1,21.6,0.0
kunzea01,1923,1,2,21,2,1,0,1,137,48,28,24,12,5.52,0.0
kunzed01,2008,0,0,4,0,0,0,0,8,5,4,1,1,13.5,0.0
kuoho01,14056,13,17,218,14,0,0,13,877,228,121,127,345,33.730000000000004,12.0
kurodhi01,14077,79,79,212,211,6,5,0,3957,1254,505,292,986,24.29,32.0
kurosry01,1975,0,0,7,0,0,0,0,39,15,11,7,6,7.62,1.0
kurtzha01,1968,1,0,28,0,0,0,1,114,37,22,15,16,5.21,6.0
kuseled01,1909,0,3,3,3,3,0,0,72,43,19,1,2,7.13,0.0
kushem01,11673,21,12,150,8,2,1,12,1039,324,134,158,150,16.82,0.0
kusiccr01,1979,0,0,1,0,0,0,0,11,3,2,0,0,4.91,0.0
kutynma01,7842,14,16,159,6,0,0,8,870,301,125,108,110,11.95,7.0
kutzlje01,1990,2,1,7,7,0,0,0,94,38,21,14,21,6.03,1.0
kuwatma01,2007,0,1,19,0,0,0,0,63,25,22,15,12,9.43,4.0
kuzavbo01,21469,49,44,213,99,34,7,13,2586,849,388,415,446,68.84,2.0
labincl01,27388,77,56,513,38,7,2,96,3239,1043,435,396,551,64.23,54.0
labouja01,2017,0,0,6,0,0,0,0,18,4,3,7,4,4.5,1.0
laceybo01,13862,20,29,284,2,1,1,22,1352,464,184,139,251,40.49,41.0
lachema01,5910,7,4,70,0,0,0,5,306,103,39,38,55,60.730000000000004,8.0
lachoal01,1983,0,1,2,1,0,0,0,24,9,2,2,8,2.25,0.0
lacke01,1890,0,0,1,0,0,0,0,6,1,2,3,1,9.0,0.0
lackejo01,32154,188,147,448,446,18,8,0,8521,2862,1237,815,2294,63.49000000000001,32.0
lacorfr01,19795,23,44,253,32,1,0,26,1470,457,273,258,372,60.95,26.0
lacosmi01,27783,98,103,415,243,26,9,12,5219,1786,777,725,783,60.39,86.0
lacyke01,3993,3,1,44,0,0,0,3,169,75,35,30,27,9.49,4.0
laddpe01,11899,17,23,205,1,0,0,39,861,275,132,96,209,23.06,14.0
ladedo01,9740,25,29,126,64,20,2,3,1612,583,262,221,178,21.810000000000002,0.0
ladenty01,2016,0,0,1,0,0,0,0,3,1,0,1,0,0.0,0.0
ladewst01,1889,0,0,1,0,0,0,0,6,1,1,3,0,4.5,0.0
laffeaa01,18098,26,29,156,68,0,0,1,1483,552,244,199,245,47.34,8.0
laffefl01,1876,0,1,1,1,1,0,0,27,5,0,0,0,0.0,0.0
lafited01,9561,37,35,106,75,47,1,5,1940,668,240,262,262,33.989999999999995,0.0
lafrobo01,6042,0,1,27,0,0,0,0,67,20,9,5,23,9.489999999999998,1.0
laggeed01,1934,0,0,8,0,0,0,0,54,27,22,14,2,11.0,0.0
lagrole01,21733,34,55,309,67,19,2,54,2337,814,356,312,375,47.059999999999995,27.0
lahtije01,9920,17,11,205,1,0,0,20,858,252,99,111,137,12.530000000000001,42.0
lakeed01,1944,0,0,6,0,0,0,0,58,20,9,11,7,4.19,0.0
lakejo01,11463,62,90,199,139,95,8,5,3954,1329,417,332,594,21.35,0.0
lakemal01,1948,0,0,1,0,0,0,0,2,1,1,0,0,13.5,0.0
lakerti01,4005,0,0,2,0,0,0,0,6,2,0,2,1,0.0,0.0
lamabja01,17687,33,41,285,49,7,3,15,2135,753,335,238,434,41.14999999999999,40.0
lamacal01,5834,2,2,16,1,0,0,0,92,38,22,14,7,36.129999999999995,0.0
lamanfr01,1935,0,0,2,0,0,0,0,11,5,3,1,1,7.36,0.0
lamanfr02,5823,6,5,45,5,1,0,1,278,95,54,67,28,15.46,0.0
lamarry01,4034,0,0,2,0,0,0,0,5,3,1,0,0,13.5,0.0
lamaswa01,3875,19,27,71,42,11,2,4,886,352,191,116,173,17.84,0.0
lambech01,4017,1,3,14,3,0,0,0,99,51,27,14,26,25.27,1.0
lambecl01,3893,2,2,26,4,2,0,1,175,60,35,26,21,20.15,0.0
lambege01,3883,0,1,3,1,0,0,0,30,14,3,2,4,11.0,0.0
lambeot01,5751,11,9,43,19,5,0,3,535,176,63,74,58,12.49,0.0
lambjo01,5914,0,2,47,0,0,0,5,199,63,30,24,36,8.85,4.0
lambjo02,6049,2,13,27,27,0,0,0,389,157,90,54,127,19.43,1.0
lambra01,9855,20,23,154,31,3,1,4,1272,417,167,174,258,16.63,27.0
lametdi01,2017,7,8,21,21,0,0,0,343,88,58,54,139,4.57,2.0
lamlifr01,3827,0,0,5,0,0,0,0,63,28,10,5,12,32.92,0.0
lampde01,31752,96,96,639,163,21,7,35,5492,1975,799,549,857,66.72999999999999,86.0
lampehe01,3789,0,3,9,4,2,0,0,148,85,44,40,19,19.380000000000003,0.0
lanahdi01,7753,6,13,56,13,4,0,2,456,177,87,75,62,27.87,0.0
lancale01,13930,41,28,323,39,3,1,22,2111,715,317,261,408,27.439999999999998,45.0
lancega01,1977,0,1,1,0,0,0,0,6,2,1,2,0,4.5,0.0
landibi01,7867,9,8,102,7,0,0,4,509,154,84,91,135,13.66,8.0
landido01,1882,12,29,44,42,37,0,0,1077,427,134,49,74,6.550000000000001,0.0
landrbi01,15916,18,15,268,2,0,0,58,1084,360,136,124,218,35.22,27.0
landrjo01,3902,1,3,16,5,2,0,1,134,58,28,11,22,13.309999999999999,0.0
landrla01,3953,1,4,7,4,0,0,0,61,29,15,18,12,13.73,1.0
laneja01,2014,0,1,3,1,0,0,0,31,7,1,0,6,0.87,0.0
laneje01,5862,2,6,31,2,0,0,1,235,84,39,25,33,11.52,2.0
lanfosa01,1907,0,1,2,1,0,0,0,21,10,4,5,2,5.14,0.0
lanfrwa01,3888,4,5,38,5,1,0,1,210,72,23,29,19,5.95,0.0
langch01,3951,1,3,30,3,0,0,0,192,58,31,37,32,14.990000000000002,2.0
langedi01,7894,9,15,70,31,3,0,1,828,298,137,123,137,18.150000000000002,5.0
langeer01,1914,12,11,36,22,10,2,2,570,162,47,55,87,2.23,0.0
langefr01,7646,28,25,95,60,25,4,3,1495,455,164,219,318,13.02,0.0
langfri01,21791,73,106,260,196,85,10,0,4473,1570,664,416,671,59.78,29.0
langma01,1930,0,0,2,0,0,0,0,5,9,10,3,2,54.0,0.0
langsma01,33853,179,158,457,428,81,18,0,8888,2723,1306,1289,2464,72.2,34.0
langwma01,4026,1,0,13,0,0,0,0,42,13,8,7,12,10.25,0.0
laniema01,29186,108,82,327,204,91,21,17,4858,1490,541,611,821,52.06999999999999,0.0
lankffr01,1998,0,2,12,0,0,0,1,59,23,13,7,7,5.95,0.0
lannajo01,16084,46,58,153,148,2,1,0,2586,913,400,325,450,45.5,15.0
lannijo01,21354,58,60,278,104,30,4,13,3213,1078,426,358,295,76.44,0.0
lannire01,1916,0,3,6,3,1,0,0,73,38,22,17,9,8.14,0.0
lannito01,1938,0,1,3,1,0,0,0,21,9,5,2,2,6.43,0.0
lansige01,1922,0,1,15,1,0,0,0,122,46,27,22,14,5.98,0.0
lapalpa01,15634,24,45,253,51,10,2,14,1849,645,303,272,277,114.44999999999999,12.0
lapihan01,3885,0,2,4,2,0,0,0,69,22,18,16,8,28.37,0.0
lapoida01,29787,80,86,294,227,11,4,1,4460,1598,664,559,802,76.89,47.0
laraju01,4013,0,0,10,0,0,0,0,19,6,3,2,4,15.3,0.0
larayo01,2000,0,0,6,0,0,0,0,17,5,4,8,3,6.35,0.0
larkian01,7994,3,11,39,15,0,0,1,317,139,104,75,69,25.68,5.0
larkipa01,1983,0,0,5,0,0,0,0,31,13,5,3,6,4.35,1.0
larkist01,1934,0,0,2,1,0,0,0,18,8,1,5,8,1.5,0.0
larkite01,9390,89,80,176,176,172,9,0,4702,1627,424,124,406,18.58,0.0
larocad01,2015,0,0,1,0,0,0,0,3,0,0,0,1,0.0,0.0
larocda01,27671,65,58,647,15,1,0,126,3148,919,411,459,819,68.57,81.0
larosjo01,1978,0,0,1,0,0,0,0,6,3,5,3,0,22.5,1.0
larsedo01,29399,81,91,412,171,44,11,26,4644,1442,650,725,849,70.46000000000001,35.0
larsoda01,13853,10,25,78,43,7,0,1,970,331,158,140,151,35.089999999999996,10.0
laryal01,3916,0,1,16,4,0,0,0,120,45,29,22,22,10.15,0.0
laryfr01,27443,128,116,350,292,126,21,11,6487,2123,838,616,1099,57.85,35.0
lashefr01,11808,11,13,151,1,0,0,22,606,179,87,110,148,51.12,12.0
laskebi01,11908,42,53,159,116,10,1,2,2236,784,343,210,325,34.11,14.0
laslebi01,1924,0,0,2,0,0,0,0,12,7,3,2,0,6.75,0.0
lasorto01,5865,0,4,26,6,0,0,1,175,53,42,56,37,24.65,3.0
lasteto01,2018,0,0,1,0,0,0,0,4,3,1,0,0,6.75,0.0
lathabi01,3971,1,4,14,5,0,0,0,116,45,23,13,18,11.28,1.0
lathrbi01,3827,1,3,25,1,0,0,0,194,57,22,31,16,6.880000000000001,0.0
latmaba01,21582,59,68,344,134,28,10,16,3657,1130,529,489,829,43.620000000000005,35.0
latosma01,22148,71,59,197,189,4,1,0,3460,1042,466,353,1011,54.690000000000005,26.0
lattibi01,1908,1,2,4,4,1,1,0,72,24,12,7,5,4.5,0.0
lauerch01,1884,0,2,3,3,2,0,0,57,23,16,9,8,7.58,0.0
lauerer01,2018,6,7,23,23,0,0,0,336,127,54,46,100,4.34,2.0
lauzege01,7874,4,8,34,14,2,0,0,340,110,63,48,73,13.89,1.0
lavelga01,25741,80,77,745,3,0,0,136,3255,1004,353,440,769,47.900000000000006,126.0
lavenji01,11487,63,76,224,142,65,10,12,3622,1097,414,447,547,18.72,0.0
lawde01,6051,9,3,109,0,0,0,5,317,105,45,31,97,14.62,2.0
lawrebo01,1924,0,0,1,0,0,0,0,3,1,1,1,1,9.0,0.0
lawrebr01,13699,69,62,275,127,42,5,22,3122,1034,491,385,481,37.28,33.0
lawrebr02,12022,50,63,168,152,7,3,0,2889,1023,448,268,597,27.11,34.0
lawreca01,4035,3,3,38,2,0,0,0,236,105,58,35,66,21.68,5.0
lawrese01,1998,2,1,7,3,0,0,0,59,25,16,10,12,7.32,0.0
lawro01,1969,3,4,35,1,0,0,1,157,68,29,34,29,4.99,5.0
lawsoal01,1890,0,3,3,3,2,0,0,57,27,14,14,3,13.0,0.0
lawsobo01,3803,2,4,9,6,5,0,0,177,66,24,31,17,8.18,0.0
lawsoro01,17419,47,39,208,83,34,2,11,2555,963,508,512,258,54.050000000000004,0.0
lawsost01,1972,0,0,13,0,0,0,1,48,13,5,10,13,2.81,0.0
lawva01,5964,0,0,7,0,0,0,0,24,9,3,3,2,7.65,0.0
lawve01,31348,162,147,483,364,119,28,13,8016,2833,1118,597,1092,63.50999999999999,74.0
laxtobi01,9868,3,10,121,4,0,0,5,730,212,128,158,189,38.8,14.0
laxtobr01,3999,0,2,9,3,0,0,0,79,35,23,17,23,15.55,2.0
layanti01,5974,5,5,78,0,0,0,2,308,101,52,56,68,32.96,6.0
layneto01,12087,8,5,216,0,0,0,4,449,127,60,72,137,25.01,6.0
lazarda01,3937,0,1,17,4,0,0,0,102,35,21,15,20,10.58,2.0
lazora01,2015,0,0,7,0,0,0,0,17,5,2,2,5,3.18,0.0
lazorja01,9930,5,8,69,15,2,0,2,666,213,104,94,108,19.84,9.0
leach01,13885,62,48,152,144,22,8,0,2770,864,363,341,535,58.440000000000005,19.0
leachbr01,2009,2,0,38,0,0,0,0,61,16,13,12,19,5.75,3.0
leachri01,1984,0,0,1,0,0,0,0,3,2,3,2,0,27.0,0.0
leachte01,23853,38,27,376,21,3,3,10,2100,688,245,197,331,38.03000000000001,48.0
leagubr01,24111,27,35,498,0,0,0,74,1596,520,216,185,375,42.03,28.0
leakemi01,20143,93,87,269,264,4,1,0,4896,1713,730,376,1104,43.16,27.0
leallu01,11895,51,58,165,151,27,3,1,2838,968,435,320,491,26.09,24.0
learki01,3829,7,12,57,19,12,1,1,670,224,75,64,66,6.08,0.0
learyfr01,1907,0,1,2,1,0,0,0,24,7,1,6,4,1.13,0.0
learyja01,7527,3,9,14,12,8,0,0,284,123,48,20,23,37.589999999999996,0.0
learyti01,25843,78,105,292,224,25,9,1,4474,1570,723,535,888,64.69,45.0
leathja01,4032,0,1,24,0,0,0,0,50,16,5,13,21,29.31,0.0
leblawa01,24157,39,40,208,106,0,0,3,2216,749,349,227,537,76.52,17.0
leclage01,3829,7,12,55,19,12,2,2,708,222,88,61,91,15.819999999999999,0.0
leclejo01,6051,4,6,118,0,0,0,14,355,58,33,78,160,7.300000000000001,4.0
lecursa01,12075,10,16,250,10,0,0,1,962,281,125,124,300,20.97,9.0
ledbera01,1915,0,0,1,0,0,0,0,3,1,0,0,0,0.0,0.0
ledezwi01,20070,15,25,192,40,0,0,0,1189,440,238,196,283,75.47,9.0
leebi02,27167,169,157,462,378,182,29,13,8592,2953,1127,893,998,59.39,0.0
leebi03,27657,119,90,416,225,72,10,19,5833,2122,783,531,713,54.11,27.0
leebo01,9830,25,23,269,7,0,0,63,1478,402,148,196,315,21.11,35.0
leech01,6042,1,1,47,0,0,0,0,102,38,17,16,33,14.05,1.0
leecl02,28113,143,91,328,324,29,12,0,6470,2116,843,464,1824,52.72999999999999,12.0
leeco01,1999,0,1,1,0,0,0,0,3,2,3,1,0,27.0,0.0
leeda01,10007,5,2,96,0,0,0,1,346,117,56,72,97,33.57,3.0
leedo01,19621,40,44,244,97,13,4,11,2485,827,332,281,467,54.050000000000004,14.0
leema01,7918,7,8,118,1,0,0,9,526,184,71,69,63,15.08,19.0
leema03,7964,5,5,116,0,0,0,2,382,129,54,54,84,14.43,10.0
leemi01,3923,1,1,13,4,0,0,0,105,36,13,25,17,5.8100000000000005,0.0
leero01,1945,0,2,3,1,0,0,0,21,8,9,3,0,11.57,0.0
leesa01,2000,0,0,9,0,0,0,0,35,11,4,4,6,3.09,0.0
leesmch01,4027,0,1,9,2,0,0,0,54,25,18,17,13,27.29,0.0
leeth01,31048,117,124,374,272,155,14,10,6994,2327,921,838,937,60.55,0.0
leeto01,3768,6,12,20,19,17,0,0,502,176,65,44,95,7.16,0.0
leevesa01,24752,194,100,388,299,241,39,13,7982,2449,731,587,847,32.19,0.0
leewa01,7610,30,36,76,66,51,4,0,1648,649,262,114,162,21.27,0.0
leeza01,4032,1,1,4,2,0,0,0,38,19,12,9,9,19.13,0.0
lefebbi01,7764,5,5,36,10,3,0,3,397,162,74,51,36,28.279999999999998,0.0
leffecr01,25854,58,72,696,45,1,0,101,3437,1108,436,322,719,49.849999999999994,55.0
leftwph01,5983,9,17,34,34,2,0,0,606,220,112,72,102,16.83,3.0
lehenre01,1932,0,0,2,0,0,0,0,8,5,5,3,1,16.88,0.0
lehewji01,3923,0,0,8,0,0,0,0,35,11,2,3,2,1.86,0.0
lehmake01,11741,14,10,134,13,2,0,7,795,273,115,95,134,21.46,16.0
lehrju01,8024,9,6,77,11,1,1,0,445,163,88,67,84,23.110000000000003,6.0
lehrno01,1926,0,0,4,0,0,0,0,44,11,5,4,4,3.07,0.0
leibeha01,1942,0,1,1,1,1,0,0,27,9,6,5,5,6.0,0.0
leibrch01,27807,140,119,394,346,52,18,2,6924,2390,952,656,1121,49.660000000000004,44.0
leicejo01,6016,7,6,48,6,1,0,0,248,87,54,37,58,20.48,0.0
leifile01,22938,124,97,296,216,138,33,7,5514,1673,505,554,616,41.39,0.0
leipeda01,19901,12,8,264,0,0,0,7,834,282,123,114,150,55.339999999999996,17.0
leipeja01,1891,2,2,6,5,4,0,0,135,41,27,39,19,5.4,0.0
leistjo01,3977,0,2,10,7,0,0,0,108,56,34,16,19,13.959999999999999,1.0
leiteal01,39929,162,132,419,382,16,10,2,7173,2152,1010,1163,1974,112.52000000000001,53.0
leitema01,21946,65,73,335,149,15,1,26,3553,1205,602,424,892,57.8,43.0
leitema02,6053,3,7,47,11,0,0,0,342,125,70,43,106,23.86,5.0
leithbi01,1899,0,0,1,0,0,0,0,6,4,4,2,1,18.0,0.0
leitndo01,1887,2,6,8,8,8,0,0,195,69,41,41,27,5.68,0.0
leitndu01,5704,0,2,5,3,2,0,0,96,48,19,8,4,22.5,0.0
lelivbi01,3819,0,2,5,3,2,0,1,87,33,11,5,6,5.5,0.0
lemanda01,15812,37,63,185,103,30,3,0,2739,1012,469,363,429,49.06,22.0
lemasde01,21637,90,105,357,249,66,14,8,5363,1703,712,600,1305,43.47,73.0
lemaydi01,5886,3,8,45,6,1,0,4,324,100,50,49,69,16.55,10.0
lemonbo01,25376,207,128,460,350,188,31,22,8550,2559,1024,1251,1277,44.519999999999996,13.0
lemonda01,3941,4,8,33,19,0,0,0,298,92,33,43,69,6.8100000000000005,3.0
lemonma01,7910,22,38,89,74,17,1,1,1611,564,242,159,209,16.5,19.0
lennoed02,1928,0,0,5,0,0,0,0,37,19,12,10,6,8.76,0.0
leonade01,23756,144,106,312,302,103,23,1,6561,2137,898,622,1323,43.08,39.0
leonadu01,21102,139,113,331,272,152,33,13,6576,2022,672,664,1160,32.88,0.0
leonadu02,38866,191,181,640,374,192,30,44,9655,3304,1162,737,1170,66.35,0.0
leonael01,1911,2,2,5,1,1,0,0,57,26,6,10,10,2.84,0.0
leonar01,4031,0,2,21,0,0,0,0,87,33,15,10,21,12.1,3.0
